_id;id;author (redacted);date;isVerified;productAsin;rating;text;title;labelDistilroberta;labelTraditional;asin;bestSellersRank;categoryName;name;totalRatings;averageRating;reviewCount;processedAt
644cb0cdedd6fb90e1883c8b;R1P5NST8W6O4OQ;;2023-03-31;TRUE;B0014C2NBC;5.0;I kinda hate that I’m writing this review right now.. ever since crocs came out I thought they were the ugliest thing, vowed never to wear them & made fun of those who did…. Now I’m a total crocs convert. To be fair a few years ago I had crocs sandals which didn’t look like crocs & they were super comfy but the bottoms wore out quickly probably due to hot Florida black top then they became slippery on certain floors so I stopped wearing them. I’m a big cloud sandal lover nowadays but my backyard is all small rock and they kept getting stuck in the holes in the sole & hard to get out. Somehow crocs popped up & the pricing is pretty great on Amazon so I decided what the heck I’m only wearing them in my own home! Fast forward a literal week I have 2 pairs (indoor & outdoor) & just ordered a new style of sandals 🤷🏼‍♀️ They are so comfy!!! I’m a former ballerina & collegiate dancer & have always dealt with on going feet/ankle issues including plantar fasciitis. These make my feet feel wonderful! The lil bumps are like a mini walking foot massage & my arches feel decently supported. I also love how breathable they are & that they clean easily. I usually wear tevas for outdoor & boating/water activities but I think I’ll be wearing my outdoor pair for those from now on in “sport mode” (strap behind heel) lol. I will say their sizing chart is super off when it comes to inch measurements. I normally wear a 6.5/7 but did order my previous croc flip flops in an 8 & those fit perfect. Furthermore, according to the heel to toe inch measurements on here I also should order an 8 so I did… they work & if you like your shoes more roomy then I’d say size up but my other marbled pair I got in a 7 & the support feels much better with the more accurate fit to my foot so these larger ones are my inside slippers.;Crocs convert!;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R30O9PCWL2TBQ;;2023-02-20;TRUE;B0014C2NBC;3.0;"I always put a hold on purchasing these because I never liked the way they looked and the price was just too expensive for me. This time around it was different, I did not care about how ugly or funny they looked or how much they cost, but I just wanted some shoes to give me support, make my feet feel less pain and discomfort for standing and for walking. I will share with you my experience with my first and last pair of crocs. I read some of the reviews on amazon about this product; especially those about having pain, aches, and plantar fasciitis. These reviews were so relevant to my life and I was totally convinced to purchase these. When I first saw them and felt them, they truly felt so light, I tried them on and initially they felt great! They fit me as if they were customized for my feet! I couldn't believe that these light, funny looking shoes might just be the solution for my pain on my feet. I wore them that same day I received them for maybe about 2 hours. During my first experience using my crocs, I was so satisfied, my feet were not burning me and aching me as usual and as I stood in the kitchen preparing a meal, I noticed the comfort right away on my feet. My feet just felt so light, these shoes just felt super light and for several times I thought to myself, why did I not get these sooner? Maybe if I purchased them as soon as I felt the plantar fasciitis symptoms on my left foot I would've avoided surgery? So, for that first week after receiving my crocs, I wore them only at home on my carpeted and linoleum floors to do shores, to clean, to cook, or just to relax at home. I did not wear them the whole day though, just momentarily here and there. I was so happy with them until the real test came a week later. A week later after receiving my crocs, I decided to wear these shoes to do my laundry. I thought, I will be okay, so far they have been working good for my feet at home, so I should be okay if I wear them outside. Throughout the time I was at the laundromat; maybe a little over two hours, I noticed my left toe was getting irritated and becoming painful as my toe touched the toe box in the shoe. I also noticed that the support I was looking for my feet from these shoes was no longer the same after 1 hour of been on my feet. My feet began to ache again, from time time had to limp, and the burning sensation began again. Exactly, I want to say, these crocs felt comfortable on my feet for about 1 hour while standing and moving as I did my laundry. After that I could not stand them, and I just wanted to go home and take them off. After the experience at the laundromat, I wanted to give my crocs the benefit of the doubt and decided to wear them again, but this time to the grocery store. I experience the same as at the laundromat; the crocs only gave my feet comfort for a limited amount of time. My toe was very irritated and in pain due to the toe box on the shoe being too low for my left toe. In conclusion, if you suffer from plantar fasciitis or any type of pain in your feet, these might not be for you. And hey , who knows, they might just be the ones; since we all react to pain and discomforts differently. I think these shoes are perfectly fine if you do not have any feet medical issues; for sure they will make your feet less achy and tired for a long period of time throughout the day. I really mean it, because that's how I felt when I initially began to wear these. But as time progressed, I realized these crocs are only useful for a small period of time and not for me to wear them the whole day. Also, if your toes are curled up, they may touch the tight toe box of the shoe and cause pain and irritation. All in all, I do not regret purchasing these and I know they would've been better on my feet if I did not have the medical issues I have. I hope my story helps you make a decision on purchasing the crocs. I will keep using my crocs but only small period amount of times per week and only at home. Note: It is better to wear them with socks to avoid feet from sweating and your crocs to smell bad later on. The designed protruding lines inside the shoe might make your feet itchy at first like it happened to me. When I wear these with socks they are more comfortable, otherwise the protruding lines inside the shoes bother me a little bit and my feet can get sweaty; I do not like that.";Very light shoes but uncomfortable for my toes;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R3DC38XGXWMSI2;;2023-04-25;TRUE;B0014C2NBC;5.0;Beware of ordering crocs online, they all come on weird sizes. This one luckily arrived in perfect condition no issues with sizing. However, I ordered two other pairs from different sellers and they were too small, all in the same size. I’ve noticed that the place that are made in is a great factor to size. If they are made in Mexico, they kind of run big but in a good way. They are the most comfortable. Made in Vietnam is okay in sizing, sometimes a little off but overall the shoes usually come in the perfect size. Made in China is always too small for me! I remember ordering some pink ones a year ago made in china, and they were smaller than the other ones. Not sure if this is true for others or only me, just something I have observed! I’ve learned to just shop for crocs in person and avoid the hassle of constantly returning these because the sizing is always weird.;Sizing issues;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R1Y42SC3EOF136;;2023-04-11;TRUE;B0014C2NBC;5.0;"Well, I used to say ""You will never see me in a pair of crocs"" and boy am I eating crow now! I needed something I could wear when out in the yard that was comfy and a little more substantial than flip-flops and not as hot and suffocating as tennis shoes. These Crocs met my needs on both, they go on and can be taken off with ease when going in and out of the house. Comfortable, practical, easy to clean and lightweight. I have to say, I am pleasantly surprised. Now, are they something I will wear out in public? Probably not... For sure they are now my go to yard and around the house shoes. As for pricing, they can be somewhat moderately priced, depending on the style and color you choose. I have seen other styles and colors that are not so moderately priced and not sure if I would spend an impractical amount of money on those Crocs. This particular color and style were perfect for me and my need, and reasonably priced to boot. Will I be a total Croc convert....eh, time will tell. For right now, I will be a closet Croc supporter if not a partial convert to the Croc-side.";I May Have Been Converted to the Croc-Side;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R2Q6QRO0Y2T7OL;;2023-04-27;TRUE;B0014C2NBC;5.0;These are my first Crocs. I've seen people wear them and never thought they would be for me. I bought these to have shoes to slip on so I could go outside and play ball with my dog in the backyard in the mornings during the spring/summer/fall. I had no idea how lightweight they are. They fit good - slightly roomy on the sides, and my toe does go all the way to the front, but I love everything else about them so am not too bothered by the fit. They are perfect for what I need them for - doing some light gardening when it is dewy outside, playing ball with the dog. I love that they have the back/heel strap - that way they don't fly off when I kick the ball.;Great lightweight clog;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R34HJG8YUPTRXF;;2023-04-22;TRUE;B0014C2NBC;5.0;I used to go through multiple brands of gym shoes for work they would feel good for a few months then my whole body would hurt. I got crocs at the recommendation of a co worker. For reference I work 12 hour shifts in an older hospital unit with very hard floors been wearing them for months and it helps so much with my pain I have neuropathy in my lower legs and feet plus osteoarthritis and meniscus degeneration in my knee. I did opt to get the fur lined ones for work because my feet get really cold and it aggravates my neuropathy. I liked them so much I bought these to wear around my house since I have hardwood flooring my feet hurt just walking around cleaning but these shoes fixed all of that.;Best work shoe ever;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R2S97VDOL2BWIO;;2023-04-18;TRUE;B0014C2NBC;4.0;This is my second time ordering crocs from Amazon and I was just so tired of having to return them because they don’t fit my wide feet. I’ve never bought crocs online so I don’t know why they don’t fit when I’m buying the same size I always wear (women’s 10). I’m too lazy to go to the store to buy them too because sometimes they don’t have the colors I want. Anyways, I read online where you can use heat to expand or simply make the material soft enough to fix it to your liking. I used a hair dryer on “high” and then shoved a glass cup that was a little bigger than the size appropriate for the shoe and waited until it cooled down so like 5-10mins. And IT FITS! It fits better I should say. Before the hair dryer trick, my feet did go all the way in but it was tight and started to hurt on the sides. I just fixed it thank goodness. That hump thing you see because of the glass isn’t permanent and should go away once you remove the glass cup and wear the crocs for a bit so it can mold around your feet. 4/5 stars because when I buy them in person, the shoe fits but online it runs narrow.;Not for wide feet but there’s a trick!;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R3I9T21933J31F;;2023-03-28;TRUE;B0014C2NBC;5.0;These Crocs are a great choice for anyone looking for a comfortable and stylish pair of shoes. The clogs are made of a durable foam material that is both comfortable and supportive. They also have a non-slip sole that provides traction on a variety of surfaces. The clogs are available in a variety of colors, including purple. They can be worn with a variety of outfits, making them a versatile choice for any occasion. Overall, these Crocs are a great choice for anyone looking for a comfortable and stylish pair of shoes. They are made of a durable foam material that is both comfortable and supportive. They also have a non-slip sole that provides traction on a variety of surfaces. The clogs are available in a variety of colors, including purple. They can be worn with a variety of outfits, making them a versatile choice for any occasion. Specifications: Material: Croslite Closure Type: Strap Heel Height: 0.5 inches Weight: 0.6 pounds Features: Comfortable, Versatile, Non-slip Features: Made of a durable Croslite foam material Non-slip sole provides traction on a variety of surfaces Versatile and can be worn with a variety of outfits Comfortable and supportive Available in a variety of colors;Comfortable;fake;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R62M0U1J33O6Q;;2023-03-17;TRUE;B0014C2NBC;5.0;My old crocs were worn and didn't have any tread on the bottom anymore, decided to buy a new pair and I am glad I did. I forgot how much grip a new pair of crocs has, if you intend to use crocs for boating of any kind, new tread makes a world of difference. This pair of crocs is nearly identical to crocs Ive owned in the past, if it isn't broken don't fix it right? If you are looking for a comfortable shoe that can be easily slipped on look no further than the classic crocs. Pros -Very comfortable even for people with wide feet -great grip while new, tread wears over time and they lose grip -buoyant, great for boating or watersports, it floats if you lose it -While the tread on the bottom goes the fastest, the rest of the clog can last, Ive had pairs for years without damage -easy to slip on in a hurry Cons -despite coming in many colors and styles crocs aren't renowned as sexy shoes, with these you are choosing comfort and practicality over fashion -the tread on the bottom does wear out depending on use, with almost daily use I wore the tread out in around a year, i still keep my old pairs for wear around the house TLDR: Very comfortable and practical shoe, slips on easy and is secure enough to move freely without slipping. All this at the expense of beauty, the only people who will complement your crocs are other croc wear-ers;The Classic Crocs, great as ever;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
644cb0cdedd6fb90e1883c8b;R1YVM98C9RVM4O;;2023-04-01;TRUE;B0014C2NBC;4.0;"So, Crocs are still ugly. But I had to have an alternative to what I was wearing. I can't say anything about the long term of the quality, probably terrible like everything else we humans make because quantity matters over quality. Anyways. Size wise it's just fine. Easier for me to slip in and out with the back ""strap"" down. Although I usually leave it up to make things easier. And my feet aren't all sweaty like they would probably be if I tried wearing real shoes again, which I can't. I haven't tripped yet but that test won't really be accurate until I've worn them down a bit. Just one thing......WHY? WHY are there spikes/stubs on the INSIDE of Crocs? Half the nerves of my feet have been dead since birth so my feet don't always feel as much pain as the average person would normally. Found that out the hard way in high school. So to me it was just uncomfortable at the beginning and my feet are now as used to it as they ever will be but I can't imagine they don't hurt for the average person. Although with Crocs being out as long as they have been I guess it hasn't been as big of an issue as I thought it would be if they are still making them like this....... In summary. if it wasn't for those spikes/stubs it would of received a 5/5 rather than a 4/5. Really is a 4.5 out of 5 but that's not an option";Mostly good;real;real;B0014C2NBC;1;Clothing, Shoes & Jewelry;Crocs Unisex-Adult Classic Clog;509089;4.8;10;2023-04-29 07:56:06.300
